image_id,blur_variance,brightness_mean,contrast_std,blur_flag,low_light_flag,poor_contrast_flag,overall_readability,annotation_method
b55ee1705cebaf18,313800.8,109.3,50.2,0,0,0,0.628,AUTO_CV_METRIC
03e75b263a78a110,938398.1,101.3,58.9,0,0,0,0.736,AUTO_CV_METRIC
e3d6a87a2301061e,1350818.4,103.7,68.0,0,0,0,0.85,AUTO_CV_METRIC
fce9229558cd0479,666328.8,114.9,56.4,0,0,0,0.705,AUTO_CV_METRIC
685613088453305e,742205.1,85.6,65.8,0,0,0,0.822,AUTO_CV_METRIC
9aa33bb9426ef29c,410422.3,109.7,58.6,0,0,0,0.732,AUTO_CV_METRIC
b417682f7ebfb4ec,317397.5,113.1,49.1,0,0,0,0.614,AUTO_CV_METRIC
f42d09cb5f6a4f97,501013.0,106.4,55.4,0,0,0,0.692,AUTO_CV_METRIC
7ef254d0f3f17212,254797.5,115.8,50.0,0,0,0,0.625,AUTO_CV_METRIC
06bd4ab37704ffd8,248906.1,119.2,41.4,0,0,0,0.517,AUTO_CV_METRIC
9dbe13d3d6d2c0ef,803816.2,100.3,58.4,0,0,0,0.73,AUTO_CV_METRIC
23ee5136ac3b9889,826514.4,108.2,62.2,0,0,0,0.778,AUTO_CV_METRIC
700d668026631f11,627703.9,100.9,58.7,0,0,0,0.734,AUTO_CV_METRIC
a359d0b43a198f0c,1140347.6,103.8,70.7,0,0,0,0.884,AUTO_CV_METRIC
abf25b6227b8d500,446408.0,114.9,46.8,0,0,0,0.585,AUTO_CV_METRIC
95437bca98099124,853860.6,104.3,61.0,0,0,0,0.763,AUTO_CV_METRIC
f2cf31d93cf11104,899466.2,110.1,59.3,0,0,0,0.741,AUTO_CV_METRIC
ab707204d4a472f7,407948.7,104.2,50.0,0,0,0,0.625,AUTO_CV_METRIC
0bbf57552801694f,658574.2,104.4,55.9,0,0,0,0.699,AUTO_CV_METRIC
0a121cc377ec427b,304497.3,114.7,44.9,0,0,0,0.562,AUTO_CV_METRIC
dfd8370e32e6358a,775773.2,114.4,56.0,0,0,0,0.7,AUTO_CV_METRIC
e784f518ba69151e,529360.6,95.6,52.5,0,0,0,0.656,AUTO_CV_METRIC
f2326a3f48c8f18c,896111.2,118.0,59.6,0,0,0,0.746,AUTO_CV_METRIC
72961d36e0fa4f9a,337557.7,105.5,58.3,0,0,0,0.729,AUTO_CV_METRIC
c7b9d0630b3d7959,484028.8,106.5,54.4,0,0,0,0.68,AUTO_CV_METRIC
553df61b49223f4d,294485.6,109.1,46.7,0,0,0,0.584,AUTO_CV_METRIC
5f96cc1f44457c1c,282410.6,124.4,53.7,0,0,0,0.671,AUTO_CV_METRIC
05b469c5e660fe63,410162.4,121.9,59.1,0,0,0,0.738,AUTO_CV_METRIC
2953937ffb3e8161,412608.6,110.4,55.1,0,0,0,0.688,AUTO_CV_METRIC
3e7744467e51bc0c,355323.4,131.1,56.4,0,0,0,0.705,AUTO_CV_METRIC
9f028f2a125a86ea,188177.7,104.0,53.2,0,0,0,0.665,AUTO_CV_METRIC
4b839cdaf991f354,461397.6,112.7,58.2,0,0,0,0.728,AUTO_CV_METRIC
a950d62b48ab970f,511908.9,114.2,51.2,0,0,0,0.64,AUTO_CV_METRIC
1ec7d9e4fe132d82,420500.0,108.9,57.5,0,0,0,0.719,AUTO_CV_METRIC
dec357febe692831,396552.8,113.3,48.7,0,0,0,0.609,AUTO_CV_METRIC
46db73f6964916f9,353615.2,111.9,56.6,0,0,0,0.708,AUTO_CV_METRIC
219b6493162499bf,390694.6,122.5,55.1,0,0,0,0.689,AUTO_CV_METRIC
dbc52f905be59606,577452.9,134.3,51.1,0,0,0,0.639,AUTO_CV_METRIC
944ced0461ac3186,531951.2,113.3,52.0,0,0,0,0.65,AUTO_CV_METRIC
6a8584d02e7c74cc,440606.9,125.9,49.6,0,0,0,0.62,AUTO_CV_METRIC
1f08ce87dc03b316,390895.3,107.8,54.0,0,0,0,0.676,AUTO_CV_METRIC
12697481ce2c7013,555460.6,120.4,60.7,0,0,0,0.759,AUTO_CV_METRIC
3417dbbbf18a8db1,294006.0,107.8,50.9,0,0,0,0.636,AUTO_CV_METRIC
576d7f2ff09b40e3,413794.0,121.7,56.2,0,0,0,0.702,AUTO_CV_METRIC
09e8b77aabac6356,449444.2,106.8,56.5,0,0,0,0.706,AUTO_CV_METRIC
267d130a15d1fe3c,276355.0,107.1,55.2,0,0,0,0.69,AUTO_CV_METRIC
ac1ef22c8e1334d8,104267.6,120.3,48.1,0,0,0,0.601,AUTO_CV_METRIC
046e229498c60736,317455.8,119.3,53.1,0,0,0,0.664,AUTO_CV_METRIC
6b39e15b1fc9e41f,157609.0,152.8,43.5,0,0,0,0.544,AUTO_CV_METRIC
17123811d5263ed0,122749.2,108.8,51.2,0,0,0,0.64,AUTO_CV_METRIC
745fec50ae9f4d01,395722.1,112.9,55.2,0,0,0,0.691,AUTO_CV_METRIC
33d43166a7b89e0e,240776.3,102.5,41.0,0,0,0,0.513,AUTO_CV_METRIC
eae93176ab3f4595,387495.8,112.0,48.8,0,0,0,0.609,AUTO_CV_METRIC
4233f6da388545ac,214360.8,101.5,53.4,0,0,0,0.668,AUTO_CV_METRIC
6f29f12d1528f184,63310.7,140.0,49.8,0,0,0,0.623,AUTO_CV_METRIC
2d567d47b1fcbcc3,202291.8,123.3,44.6,0,0,0,0.558,AUTO_CV_METRIC
c33a0764f1ed191b,383984.5,113.5,53.7,0,0,0,0.671,AUTO_CV_METRIC
c0a5e75ab85e3052,642142.7,90.3,54.1,0,0,0,0.677,AUTO_CV_METRIC
241932aaf514af7f,372462.8,111.0,54.1,0,0,0,0.677,AUTO_CV_METRIC
93acb5f106c7c76c,247079.3,125.5,46.2,0,0,0,0.578,AUTO_CV_METRIC
c82d672b4ec70832,385095.4,115.7,55.4,0,0,0,0.693,AUTO_CV_METRIC
e58f850122e91520,185288.0,96.6,50.3,0,0,0,0.629,AUTO_CV_METRIC
725a63c1da722314,228575.0,101.0,47.5,0,0,0,0.593,AUTO_CV_METRIC
231fbe4bd2925e15,170733.1,122.6,44.3,0,0,0,0.554,AUTO_CV_METRIC
ba4818b3b03e0d09,239786.2,102.1,54.1,0,0,0,0.677,AUTO_CV_METRIC
2b5edfc26be2b564,269612.1,102.9,53.1,0,0,0,0.664,AUTO_CV_METRIC
4822139475468a55,188636.1,119.9,44.5,0,0,0,0.556,AUTO_CV_METRIC
f951a34d8baf44ce,361907.4,115.4,50.5,0,0,0,0.631,AUTO_CV_METRIC
4e5388d2f8d257ae,195445.2,114.1,49.1,0,0,0,0.614,AUTO_CV_METRIC
85fa77d885718689,77684.7,119.1,48.7,0,0,0,0.609,AUTO_CV_METRIC
1c50830d25224158,324999.2,110.9,50.6,0,0,0,0.633,AUTO_CV_METRIC
d0a6c5f17f91e289,219474.1,108.9,52.6,0,0,0,0.657,AUTO_CV_METRIC
483faab9f6805af4,374669.3,116.1,57.7,0,0,0,0.721,AUTO_CV_METRIC
5491c1f341c6306d,348168.7,116.9,53.6,0,0,0,0.67,AUTO_CV_METRIC
085d4ca98b2fe0c7,280230.0,112.3,45.9,0,0,0,0.574,AUTO_CV_METRIC
453004400204b6b2,395858.3,89.7,55.7,0,0,0,0.697,AUTO_CV_METRIC
c13770eb1c3af2df,70359.2,127.1,43.7,0,0,0,0.546,AUTO_CV_METRIC
e1031267d9bee75d,606149.6,106.8,60.8,0,0,0,0.76,AUTO_CV_METRIC
7451842ec52b6eb9,338639.3,105.4,57.4,0,0,0,0.718,AUTO_CV_METRIC
034a76a15c4cdab8,1198132.8,108.2,58.3,0,0,0,0.729,AUTO_CV_METRIC
f3fac7931d3cb730,578863.1,121.0,63.7,0,0,0,0.796,AUTO_CV_METRIC
d7ec810cd4ef8359,660355.2,122.9,57.9,0,0,0,0.724,AUTO_CV_METRIC
ec0da7f20c82ba13,547720.8,111.2,58.7,0,0,0,0.734,AUTO_CV_METRIC
f07e95967425a1e6,665882.4,117.6,63.2,0,0,0,0.791,AUTO_CV_METRIC
4b758ef7cb720d04,284950.2,101.3,58.1,0,0,0,0.726,AUTO_CV_METRIC
f510e228ad22ce30,347820.6,100.2,61.6,0,0,0,0.769,AUTO_CV_METRIC
f6a791a7c968c308,696592.1,119.1,61.6,0,0,0,0.769,AUTO_CV_METRIC
a0ee5b8e35526ba2,481415.2,109.2,62.3,0,0,0,0.779,AUTO_CV_METRIC
273636ab1b1f2714,662513.8,118.4,61.9,0,0,0,0.773,AUTO_CV_METRIC
28e22a0c68ea8f55,528994.4,108.0,64.1,0,0,0,0.801,AUTO_CV_METRIC
4a3b45e09d5ee40a,550649.9,108.8,59.0,0,0,0,0.738,AUTO_CV_METRIC
9857fc96141b16ee,1045758.3,110.0,59.6,0,0,0,0.745,AUTO_CV_METRIC
b2f09fe927a35a2d,555030.9,111.9,57.9,0,0,0,0.724,AUTO_CV_METRIC
17f30b0313346cd2,689743.8,108.0,60.8,0,0,0,0.76,AUTO_CV_METRIC
8bd45f1d3e1ce73b,862117.6,107.9,55.9,0,0,0,0.698,AUTO_CV_METRIC
1421fed41c404019,596509.1,102.9,58.8,0,0,0,0.735,AUTO_CV_METRIC
1619cc4d02af49c9,997331.8,106.2,55.1,0,0,0,0.689,AUTO_CV_METRIC
d8d2c20dff012ec0,196061.6,103.0,47.2,0,0,0,0.59,AUTO_CV_METRIC
8f365eddaa0d7a85,559387.4,120.7,47.3,0,0,0,0.592,AUTO_CV_METRIC
fd059758513058f1,408137.1,116.5,53.7,0,0,0,0.672,AUTO_CV_METRIC
3191d5d0272cc6f3,618474.8,107.1,51.0,0,0,0,0.638,AUTO_CV_METRIC
daf39039cca694d2,544501.0,118.6,49.1,0,0,0,0.614,AUTO_CV_METRIC
49e931f8c72f8ba0,332885.0,111.6,48.7,0,0,0,0.608,AUTO_CV_METRIC
3e9a8d49f9dc95b0,357888.3,115.0,52.1,0,0,0,0.651,AUTO_CV_METRIC
8bed141624022d7e,564817.0,119.6,47.5,0,0,0,0.593,AUTO_CV_METRIC
7a902966e2b0397c,361691.0,113.1,47.8,0,0,0,0.597,AUTO_CV_METRIC
0c5fc8bc4cd63c7a,527598.8,116.1,49.3,0,0,0,0.616,AUTO_CV_METRIC
8f3870634f60b844,343575.9,111.5,47.3,0,0,0,0.591,AUTO_CV_METRIC
fb2a0a56da1f9068,436159.5,105.8,50.7,0,0,0,0.634,AUTO_CV_METRIC
93b795d25ef102df,622164.1,115.0,49.5,0,0,0,0.619,AUTO_CV_METRIC
4669b43b5e3acb04,408849.1,116.0,49.4,0,0,0,0.618,AUTO_CV_METRIC
f71672fa3cd52048,313465.8,109.1,50.7,0,0,0,0.634,AUTO_CV_METRIC
329e82e1affb9159,424319.3,131.3,48.2,0,0,0,0.603,AUTO_CV_METRIC
9592cdd514982bd2,340875.9,114.1,55.9,0,0,0,0.699,AUTO_CV_METRIC
a8f1bf4ea212d98f,613647.1,113.7,50.8,0,0,0,0.635,AUTO_CV_METRIC
c2d851f5be71926a,187879.5,125.2,48.3,0,0,0,0.604,AUTO_CV_METRIC
c9af7e327b9dce0f,816290.8,118.0,56.3,0,0,0,0.704,AUTO_CV_METRIC
8f3e8f04005dcff9,682171.6,111.0,51.2,0,0,0,0.64,AUTO_CV_METRIC
0d730e4211aeb325,309227.4,109.3,48.9,0,0,0,0.611,AUTO_CV_METRIC
65527d396ba01ee3,632377.6,111.7,47.9,0,0,0,0.598,AUTO_CV_METRIC
f6998012a44cd52f,486005.8,117.4,48.6,0,0,0,0.608,AUTO_CV_METRIC
bedb6802f69e4116,272450.8,120.0,49.6,0,0,0,0.62,AUTO_CV_METRIC
4e662f182fee0684,153901.4,135.3,43.6,0,0,0,0.545,AUTO_CV_METRIC
340a9cd820cfe217,353777.4,107.4,50.1,0,0,0,0.626,AUTO_CV_METRIC
bbb952fae239a0c2,240584.1,92.6,53.9,0,0,0,0.674,AUTO_CV_METRIC
ef755feb0c7f30a1,154966.6,106.5,42.6,0,0,0,0.533,AUTO_CV_METRIC
71c65b20641418bf,299408.5,100.3,57.9,0,0,0,0.724,AUTO_CV_METRIC
29e2386226114530,208801.5,108.9,48.2,0,0,0,0.603,AUTO_CV_METRIC
245449ccdf4a4ff2,69827.4,152.9,36.0,0,0,0,0.45,AUTO_CV_METRIC
3a753a000c1b0a79,216596.0,109.8,51.2,0,0,0,0.64,AUTO_CV_METRIC
c447c9880cdd620c,40670.0,151.4,40.8,0,0,0,0.511,AUTO_CV_METRIC
41e81721200a7b18,192149.7,91.7,58.0,0,0,0,0.724,AUTO_CV_METRIC
b5712c894c5e02ba,328095.4,107.6,50.0,0,0,0,0.624,AUTO_CV_METRIC
236952fef3f18e97,288027.8,107.2,49.5,0,0,0,0.618,AUTO_CV_METRIC
890e8d33853d3a6c,313468.3,95.2,59.0,0,0,0,0.738,AUTO_CV_METRIC
2f2549d1d1378ede,326101.2,108.6,52.2,0,0,0,0.653,AUTO_CV_METRIC
88dfd2ae55911af8,320854.1,97.4,54.3,0,0,0,0.679,AUTO_CV_METRIC
1651c1de082b8227,197849.1,86.6,58.3,0,0,0,0.729,AUTO_CV_METRIC
b2bc6edd815a4e12,184248.0,107.3,41.6,0,0,0,0.52,AUTO_CV_METRIC
e80c39b5eddee3f6,151776.3,93.3,56.9,0,0,0,0.711,AUTO_CV_METRIC
566fd6ddbc72c5ba,279591.1,102.0,52.2,0,0,0,0.653,AUTO_CV_METRIC
a9c06339e56d4473,308570.9,107.8,50.7,0,0,0,0.634,AUTO_CV_METRIC
bec811f7460cf8f1,212372.7,108.8,51.4,0,0,0,0.643,AUTO_CV_METRIC
51314321945ee938,63377.1,152.1,38.5,0,0,0,0.482,AUTO_CV_METRIC
7973251339604ea8,23425.4,149.2,36.5,0,0,0,0.456,AUTO_CV_METRIC
3f9e163222c961da,180063.2,118.0,41.7,0,0,0,0.521,AUTO_CV_METRIC
5c0a8d1106ad290c,395678.5,93.1,60.1,0,0,0,0.752,AUTO_CV_METRIC
e641f0139cf7779d,205882.2,108.2,52.3,0,0,0,0.654,AUTO_CV_METRIC
c8502ff9ca2db238,289698.5,98.6,58.8,0,0,0,0.735,AUTO_CV_METRIC
63f913744d15ab86,335049.8,104.9,49.8,0,0,0,0.623,AUTO_CV_METRIC
a6959c41c77be1d9,168254.5,105.1,47.6,0,0,0,0.595,AUTO_CV_METRIC
64782b29b5e7bf48,44388.9,85.0,52.8,0,0,0,0.66,AUTO_CV_METRIC
3ec20beee4174675,437368.7,110.6,47.1,0,0,0,0.589,AUTO_CV_METRIC
75c3da5ae19958df,228740.8,115.3,44.3,0,0,0,0.554,AUTO_CV_METRIC
ecc2d976059c4213,377466.0,135.6,52.3,0,0,0,0.654,AUTO_CV_METRIC
c7d4408a635cfc15,427630.7,112.7,52.4,0,0,0,0.655,AUTO_CV_METRIC
eb8369f6f3e31fe6,319802.4,132.8,54.1,0,0,0,0.676,AUTO_CV_METRIC
f06cb46b32878a8c,566091.9,107.1,59.0,0,0,0,0.737,AUTO_CV_METRIC
3b300eee196258f2,135007.3,114.1,45.8,0,0,0,0.573,AUTO_CV_METRIC
b47d3afe040e7792,54213.2,132.0,40.4,0,0,0,0.504,AUTO_CV_METRIC
46422351352bb41c,410557.4,128.2,56.9,0,0,0,0.711,AUTO_CV_METRIC
692987aca135da7f,468311.8,104.2,59.1,0,0,0,0.739,AUTO_CV_METRIC
84ee007b9e7c2e6a,613699.3,110.6,63.2,0,0,0,0.791,AUTO_CV_METRIC
1c2774cf3590db8e,261518.4,112.9,47.1,0,0,0,0.589,AUTO_CV_METRIC
c6b58d18762ccb7e,603578.7,106.0,55.5,0,0,0,0.693,AUTO_CV_METRIC
87168985bca631ba,606144.1,114.6,60.4,0,0,0,0.755,AUTO_CV_METRIC
0e2f0f88e30f3521,356413.7,116.1,62.6,0,0,0,0.783,AUTO_CV_METRIC
e6d88430bfa2e92d,439817.6,106.7,50.7,0,0,0,0.634,AUTO_CV_METRIC
0573573d13dce3a3,434330.6,106.4,50.7,0,0,0,0.634,AUTO_CV_METRIC
51369bd8b56311a3,205260.6,111.1,47.1,0,0,0,0.589,AUTO_CV_METRIC
581bba8c289af3e2,423299.5,107.6,55.3,0,0,0,0.691,AUTO_CV_METRIC
af89691e891c24d2,417745.8,102.7,55.6,0,0,0,0.695,AUTO_CV_METRIC
4a17f84a451eb624,295018.6,128.7,57.1,0,0,0,0.713,AUTO_CV_METRIC
b97cd344f0586488,448865.4,128.2,57.7,0,0,0,0.721,AUTO_CV_METRIC
26219e1fc4824310,610892.1,108.5,61.4,0,0,0,0.767,AUTO_CV_METRIC
776fc883c88c9c91,320817.2,129.5,56.8,0,0,0,0.71,AUTO_CV_METRIC
ab2391e6c18b1765,437630.2,124.5,58.1,0,0,0,0.726,AUTO_CV_METRIC
c3049c3519e49c51,500621.1,112.5,53.6,0,0,0,0.67,AUTO_CV_METRIC
0c35009bb4b76a6c,310471.8,113.9,57.3,0,0,0,0.717,AUTO_CV_METRIC
5fc2398e02aad85e,505161.9,93.6,67.8,0,0,0,0.848,AUTO_CV_METRIC
c1ffcb6ee4fee065,799217.3,115.7,61.9,0,0,0,0.774,AUTO_CV_METRIC
64f136ac199e66d8,943339.2,98.0,55.1,0,0,0,0.689,AUTO_CV_METRIC
c64fff5dca291dce,869627.8,105.0,55.2,0,0,0,0.691,AUTO_CV_METRIC
c256c54378aff68e,808215.9,115.4,60.3,0,0,0,0.754,AUTO_CV_METRIC
6bbb8859561e18a3,257335.2,111.9,52.5,0,0,0,0.656,AUTO_CV_METRIC
cd1fe3495cbd79e6,738431.9,120.6,46.7,0,0,0,0.584,AUTO_CV_METRIC
47a9d598a269ee6f,784960.4,120.0,57.7,0,0,0,0.721,AUTO_CV_METRIC
7cfde51e63e1e9e5,978067.8,114.7,61.3,0,0,0,0.767,AUTO_CV_METRIC
1bdbba1df693d87e,926087.4,101.4,57.0,0,0,0,0.713,AUTO_CV_METRIC
83d616e3dec86e76,786224.0,99.2,54.5,0,0,0,0.681,AUTO_CV_METRIC
4f4a6f44c9648eea,928758.1,123.8,57.4,0,0,0,0.717,AUTO_CV_METRIC
b1e3571a2c57ec73,498955.7,106.4,52.8,0,0,0,0.659,AUTO_CV_METRIC
81e5c6f52cad84f0,604030.6,117.8,48.6,0,0,0,0.607,AUTO_CV_METRIC
e814a68994c9122a,568834.5,105.2,51.1,0,0,0,0.639,AUTO_CV_METRIC
7f10042e41d40078,826588.9,108.7,52.1,0,0,0,0.652,AUTO_CV_METRIC
306c219262475697,647203.1,100.6,53.4,0,0,0,0.667,AUTO_CV_METRIC
de29f246805ae986,429348.1,122.3,59.0,0,0,0,0.737,AUTO_CV_METRIC
9f269ef37e8d695a,131348.5,91.3,62.6,0,0,0,0.782,AUTO_CV_METRIC
279b98430844e1ee,298356.1,96.6,66.9,0,0,0,0.836,AUTO_CV_METRIC
f3ec37e3a5aae741,1095437.6,102.0,53.4,0,0,0,0.668,AUTO_CV_METRIC
86886ebc4abd80e6,886744.4,100.6,57.8,0,0,0,0.722,AUTO_CV_METRIC
25c603e0562dbe39,273479.2,114.9,62.1,0,0,0,0.776,AUTO_CV_METRIC
fd9d5e13331793f4,217611.3,108.8,55.1,0,0,0,0.689,AUTO_CV_METRIC
68b839939872878f,128200.5,121.7,44.4,0,0,0,0.555,AUTO_CV_METRIC
1ade133e02e958d9,274463.6,122.6,53.0,0,0,0,0.663,AUTO_CV_METRIC
7e382ff22f219fac,356499.3,105.9,53.9,0,0,0,0.674,AUTO_CV_METRIC
6e185d880877225f,125462.3,119.0,43.8,0,0,0,0.547,AUTO_CV_METRIC
1d386c6970aa936b,182062.7,120.0,45.0,0,0,0,0.562,AUTO_CV_METRIC
2ef71242fba276db,465137.9,109.5,51.1,0,0,0,0.638,AUTO_CV_METRIC
5ffc1e8f913cf3ae,254472.0,109.0,47.0,0,0,0,0.588,AUTO_CV_METRIC
cb3ac20187ac7683,175448.9,106.3,55.8,0,0,0,0.697,AUTO_CV_METRIC
5a9df880ca692760,289869.3,126.6,51.9,0,0,0,0.649,AUTO_CV_METRIC
cf55a2ffc3e2be3b,187649.2,118.8,50.8,0,0,0,0.635,AUTO_CV_METRIC
387795d619f4c87e,288063.6,114.5,57.8,0,0,0,0.723,AUTO_CV_METRIC
9560f59cb9374a6d,196067.0,120.1,52.1,0,0,0,0.651,AUTO_CV_METRIC
e0c1c92dbfaa87a7,153772.3,114.4,45.2,0,0,0,0.564,AUTO_CV_METRIC
00aef1f6c89c3627,173437.9,119.8,46.7,0,0,0,0.584,AUTO_CV_METRIC
e2ba096778ad5cc4,497297.1,110.1,54.6,0,0,0,0.682,AUTO_CV_METRIC
b07990dc2ac14407,366531.8,115.5,56.4,0,0,0,0.705,AUTO_CV_METRIC
f7701f1e4ecb6624,224947.3,115.2,51.7,0,0,0,0.646,AUTO_CV_METRIC
2ad45882afcf1878,410611.2,108.3,53.3,0,0,0,0.666,AUTO_CV_METRIC
b6b48c0c73b4fe3c,227814.3,122.6,51.4,0,0,0,0.642,AUTO_CV_METRIC
50c33d3b2d5a80a7,452250.3,110.9,56.5,0,0,0,0.706,AUTO_CV_METRIC
1e88b654cb8e3042,263160.8,119.6,51.9,0,0,0,0.649,AUTO_CV_METRIC
151c1d1afe30ab98,562611.3,117.4,52.9,0,0,0,0.662,AUTO_CV_METRIC
c3193c0282ba0e3b,301539.7,116.0,53.7,0,0,0,0.671,AUTO_CV_METRIC
2974d6cd945a96ba,127540.7,118.2,44.2,0,0,0,0.553,AUTO_CV_METRIC
9e36f67ae7a7f1e8,241040.7,104.4,50.5,0,0,0,0.632,AUTO_CV_METRIC
25f6aa7a9bace8de,620476.8,102.8,63.0,0,0,0,0.787,AUTO_CV_METRIC
76d3814b81efa731,706555.6,99.2,63.5,0,0,0,0.793,AUTO_CV_METRIC
45e29ec9338cccd6,722081.1,101.4,66.0,0,0,0,0.825,AUTO_CV_METRIC
8bee6054a6405723,632858.9,110.2,65.4,0,0,0,0.817,AUTO_CV_METRIC
1e576025b07f3ffa,880290.4,99.4,68.4,0,0,0,0.855,AUTO_CV_METRIC
bf2402e3fd50455d,158488.8,121.0,53.5,0,0,0,0.669,AUTO_CV_METRIC
5a37b3a246336cba,988610.5,102.9,67.5,0,0,0,0.844,AUTO_CV_METRIC
627aa7f0b2833ab7,519315.4,111.3,50.4,0,0,0,0.63,AUTO_CV_METRIC
0a45f1630bc1bd57,658970.5,103.5,64.1,0,0,0,0.801,AUTO_CV_METRIC
87778721754cf970,244898.4,115.8,52.6,0,0,0,0.657,AUTO_CV_METRIC
a3ae0f0ac26dce4b,449315.6,106.5,64.0,0,0,0,0.799,AUTO_CV_METRIC
d861dd77afb4dd09,310771.3,103.0,69.4,0,0,0,0.868,AUTO_CV_METRIC
27210352a3d51db9,543409.5,110.3,48.2,0,0,0,0.603,AUTO_CV_METRIC
f985fb4a3e613264,279935.3,112.4,63.1,0,0,0,0.789,AUTO_CV_METRIC
565efa0f241a3d37,639168.1,108.1,65.0,0,0,0,0.813,AUTO_CV_METRIC
77aea328c2488b7a,772622.2,110.3,63.3,0,0,0,0.791,AUTO_CV_METRIC
37f7d3feb5b872a1,552021.3,124.5,45.9,0,0,0,0.573,AUTO_CV_METRIC
82050beed6ebbfd6,852822.8,111.8,62.9,0,0,0,0.786,AUTO_CV_METRIC
aea3fa06720e15f2,631687.4,105.0,66.6,0,0,0,0.832,AUTO_CV_METRIC
f24005cb58dcabba,536156.6,108.3,55.8,0,0,0,0.698,AUTO_CV_METRIC
35893633097a03d7,430361.3,110.2,55.4,0,0,0,0.693,AUTO_CV_METRIC
a858a69046032f6c,730245.1,100.1,57.8,0,0,0,0.723,AUTO_CV_METRIC
4df7f485f07622a9,552623.3,102.1,58.8,0,0,0,0.734,AUTO_CV_METRIC
7fc28f38b6860f43,682520.6,105.9,63.1,0,0,0,0.788,AUTO_CV_METRIC
ba0547f969810200,350838.4,105.4,58.3,0,0,0,0.729,AUTO_CV_METRIC
a47d5dda71d741e7,274636.0,97.3,54.3,0,0,0,0.679,AUTO_CV_METRIC
