barcode,view_type,product_name,brand,categories,countries,image_url,local_image_path,license,source
3948764042911,front,thums up,thumsup,"Colas, Sweetened beverages",India,https://images.openfoodfacts.org/images/products/394/876/404/2911/front_en.20.400.jpg,.\off_download_2\images\3948764042911_front.jpg,CC BY-SA 4.0,Open Food Facts
8901719129988,front,Happy happy - Parl,Parle,"Biscuits, Happy happy biscuit",India,https://images.openfoodfacts.org/images/products/890/171/912/9988/front_en.14.400.jpg,.\off_download_2\images\8901719129988_front.jpg,CC BY-SA 4.0,Open Food Facts
7622202334009,front,dairy milk,"Cadbury, Dairy Milk",Milk chocolates,India,https://images.openfoodfacts.org/images/products/762/220/233/4009/front_en.9.400.jpg,.\off_download_2\images\7622202334009_front.jpg,CC BY-SA 4.0,Open Food Facts
8906010500627,front,Chataka Pataka Tangy Tomato,Balaji,"Crisps, Chatapataka, Chis",India,https://images.openfoodfacts.org/images/products/890/601/050/0627/front_en.4.400.jpg,.\off_download_2\images\8906010500627_front.jpg,CC BY-SA 4.0,Open Food Facts
8901491100519,front,Kurkure,Kurkure,"Crisps, Namkeen","Canada, France, India, Nepal, Spain",https://images.openfoodfacts.org/images/products/890/149/110/0519/front_en.48.400.jpg,.\off_download_2\images\8901491100519_front.jpg,CC BY-SA 4.0,Open Food Facts
8901030921667,front,kissan,Kissan,"Ketchup, Tomato & Chill Ketchup",India,https://images.openfoodfacts.org/images/products/890/103/092/1667/front_en.39.400.jpg,.\off_download_2\images\8901030921667_front.jpg,CC BY-SA 4.0,Open Food Facts
8901764092206,front,Maaza,"Mazza, The Coca-Cola Company","Juices and nectars, juice",India,https://images.openfoodfacts.org/images/products/890/176/409/2206/front_en.86.400.jpg,.\off_download_2\images\8901764092206_front.jpg,CC BY-SA 4.0,Open Food Facts
8901030535895,front,Bru Instant Coffee,Bru,"Coffees, Instant coffees",India,https://images.openfoodfacts.org/images/products/890/103/053/5895/front_en.3.400.jpg,.\off_download_2\images\8901030535895_front.jpg,CC BY-SA 4.0,Open Food Facts
8901764082405,front,Kinley Mineral Water 1ltr,Kinley,Waters,India,https://images.openfoodfacts.org/images/products/890/176/408/2405/front_en.40.400.jpg,.\off_download_2\images\8901764082405_front.jpg,CC BY-SA 4.0,Open Food Facts
8901030897542,front,kissan fresh tomato,Kissan,Tomato Ketchup,India,https://images.openfoodfacts.org/images/products/890/103/089/7542/front_en.22.400.jpg,.\off_download_2\images\8901030897542_front.jpg,CC BY-SA 4.0,Open Food Facts
8906010500337,front,Aloo Sev,Balaji,"Snacks, Snack Mixes, indian",India,https://images.openfoodfacts.org/images/products/890/601/050/0337/front_en.4.400.jpg,.\off_download_2\images\8906010500337_front.jpg,CC BY-SA 4.0,Open Food Facts
8901063029255,front,Jimjam 57g (57),Britannia,Biscuits,India,https://images.openfoodfacts.org/images/products/890/106/302/9255/front_en.9.400.jpg,.\off_download_2\images\8901063029255_front.jpg,CC BY-SA 4.0,Open Food Facts
8901262010016,front,Amul Pasteurized Butter,Amul,Butters,"Bahrain, Hong Kong, India, Kuwait, Malaysia, New Zealand, Oman, Qatar, Singapore, Sri Lanka, United Arab Emirates, United States",https://images.openfoodfacts.org/images/products/890/126/201/0016/front_en.53.400.jpg,.\off_download_2\images\8901262010016_front.jpg,CC BY-SA 4.0,Open Food Facts
8901764042904,front,Thumsup,Coca-Cola,Sodas,India,https://images.openfoodfacts.org/images/products/890/176/404/2904/front_en.6.400.jpg,.\off_download_2\images\8901764042904_front.jpg,CC BY-SA 4.0,Open Food Facts
8901262200196,front,Amul Masti Spiced Buttermilk 200ml,Amul,"Beverages, Milks, Buttermilks","India, United States",https://images.openfoodfacts.org/images/products/890/126/220/0196/front_en.54.400.jpg,.\off_download_2\images\8901262200196_front.jpg,CC BY-SA 4.0,Open Food Facts
8906010502119,front,Chataka pataka,Balaji,"Crisps, Chataka pataka","India, United States",https://images.openfoodfacts.org/images/products/890/601/050/2119/front_en.7.400.jpg,.\off_download_2\images\8906010502119_front.jpg,CC BY-SA 4.0,Open Food Facts
5000354908248,front,Original Custard powder,Bird's,"Dessert mixes, Custards and pastry creams, Custard powder","France, Germany, India, United Kingdom",https://images.openfoodfacts.org/images/products/500/035/490/8248/front_en.33.400.jpg,.\off_download_2\images\5000354908248_front.jpg,CC BY-SA 4.0,Open Food Facts
8901764032707,front,Sprite,Coca Cola,"Artificially sweetened beverages, Sodas, Still fruit soft drink with reduced sugar and with 10-50% of fruit juice, Sweetened beverages",India,https://images.openfoodfacts.org/images/products/890/176/403/2707/front_en.20.400.jpg,.\off_download_2\images\8901764032707_front.jpg,CC BY-SA 4.0,Open Food Facts
8906010502294,front,Flaming hot nachos,,Crisps,"India, United Kingdom",https://images.openfoodfacts.org/images/products/890/601/050/2294/front_en.8.400.jpg,.\off_download_2\images\8906010502294_front.jpg,CC BY-SA 4.0,Open Food Facts
8906010500078,front,Balaji Farali Chivda,Balaji Namkeen,Snacks,India,https://images.openfoodfacts.org/images/products/890/601/050/0078/front_en.5.400.jpg,.\off_download_2\images\8906010500078_front.jpg,CC BY-SA 4.0,Open Food Facts
8901719135248,front,Krackjack,Parle,Biscuits,India,https://images.openfoodfacts.org/images/products/890/171/913/5248/front_en.25.400.jpg,.\off_download_2\images\8901719135248_front.jpg,CC BY-SA 4.0,Open Food Facts
8906010501570,front,Balaji Wafers Crunchex,Balaji,"Crisps, Salty snacks made from potato, Kurkure",India,https://images.openfoodfacts.org/images/products/890/601/050/1570/front_en.13.400.jpg,.\off_download_2\images\8906010501570_front.jpg,CC BY-SA 4.0,Open Food Facts
8996001312506,front,Malkist Cheese Flavoured Crunchy Layered Cracker Biscuits,Mayora,"Biscuits, Crackers (Appetizers), cream-biscuit",India,https://images.openfoodfacts.org/images/products/899/600/131/2506/front_en.3.400.jpg,.\off_download_2\images\8996001312506_front.jpg,CC BY-SA 4.0,Open Food Facts
8901595862962,front,Schezwan Chutney,Ching's Secret,Schezean Chutney,India,https://images.openfoodfacts.org/images/products/890/159/586/2962/front_en.51.400.jpg,.\off_download_2\images\8901595862962_front.jpg,CC BY-SA 4.0,Open Food Facts
8901058005233,front,Kitkat mini chocolate coated wafer,"KitKat, Nestle nutrition","Chocolate candies, Bars, Chocolate biscuits, Dark chocolate bar",India,https://images.openfoodfacts.org/images/products/890/105/800/5233/front_en.26.400.jpg,.\off_download_2\images\8901058005233_front.jpg,CC BY-SA 4.0,Open Food Facts
8901063023901,front,Marie Gold,Britannia,"Biscuits, Snack biscuit with fruits filling",India,https://images.openfoodfacts.org/images/products/890/106/302/3901/front_en.6.400.jpg,.\off_download_2\images\8901063023901_front.jpg,CC BY-SA 4.0,Open Food Facts
8901030921797,front,kissan fresh tomato,"Kissan, Unilever",Tomato Ketchup,India,https://images.openfoodfacts.org/images/products/890/103/092/1797/front_en.14.400.jpg,.\off_download_2\images\8901030921797_front.jpg,CC BY-SA 4.0,Open Food Facts
8902080104581,front,Pepsi,Pepsi Cola,"Carbonated waters, Carbonated soft drinks without fruit juice, Cola with sugar, Diet cola soft drink, Sweetened beverages",India,https://images.openfoodfacts.org/images/products/890/208/010/4581/front_en.3.400.jpg,.\off_download_2\images\8902080104581_front.jpg,CC BY-SA 4.0,Open Food Facts
3948764061257,front,Diet coke,Coca-Cola,Diet cola soft drink,India,https://images.openfoodfacts.org/images/products/394/876/406/1257/front_en.4.400.jpg,.\off_download_2\images\3948764061257_front.jpg,CC BY-SA 4.0,Open Food Facts
8901719135118,front,MONACO,Parle,"Appetizers, Biscuits, Monaco-biscuit",India,https://images.openfoodfacts.org/images/products/890/171/913/5118/front_en.24.400.jpg,.\off_download_2\images\8901719135118_front.jpg,CC BY-SA 4.0,Open Food Facts
8901063162532,front,Marie gold,Britannia,Biscuits,India,https://images.openfoodfacts.org/images/products/890/106/316/2532/front_en.5.400.jpg,.\off_download_2\images\8901063162532_front.jpg,CC BY-SA 4.0,Open Food Facts
8901764032905,front,Sprite,"Coca cola, Sprite","Artificially sweetened beverages, Sodas",India,https://images.openfoodfacts.org/images/products/890/176/403/2905/front_en.28.400.jpg,.\off_download_2\images\8901764032905_front.jpg,CC BY-SA 4.0,Open Food Facts
89080153,front,Maggi masala magic,"Maggi, Maggie",Spices,India,https://images.openfoodfacts.org/images/products/000/008/908/0153/front_en.8.400.jpg,.\off_download_2\images\89080153_front.jpg,CC BY-SA 4.0,Open Food Facts
8901491361026,front,Kurkure Masala Munch,"Kurkure, PepsiCo","Crisps, Crackers (Appetizers), Puffed salty snacks, Masala-munch-with-gingelly-oil",India,https://images.openfoodfacts.org/images/products/890/149/136/1026/front_en.51.400.jpg,.\off_download_2\images\8901491361026_front.jpg,CC BY-SA 4.0,Open Food Facts
8904272600291,front,Storia 100% Tender Coconut Water 1L,Storia Foods & Beverages,Coconut waters,India,https://images.openfoodfacts.org/images/products/890/427/260/0291/front_en.32.400.jpg,.\off_download_2\images\8904272600291_front.jpg,CC BY-SA 4.0,Open Food Facts
8901262260121,front,Amul Taaza Milky Milk,"Amul, Amul taaza",Whole pasteurised milks,India,https://images.openfoodfacts.org/images/products/890/126/226/0121/front_en.52.400.jpg,.\off_download_2\images\8901262260121_front.jpg,CC BY-SA 4.0,Open Food Facts
8901764092305,front,Maaza Origina,HINDUSTAN COCA-COLA BEVERAGES PVT LTD.,Sweetened beverages,India,https://images.openfoodfacts.org/images/products/890/176/409/2305/front_en.4.400.jpg,.\off_download_2\images\8901764092305_front.jpg,CC BY-SA 4.0,Open Food Facts
8901725016258,front,Dark fantasy bourbon,,Biscuits,India,https://images.openfoodfacts.org/images/products/890/172/501/6258/front_en.13.400.jpg,.\off_download_2\images\8901725016258_front.jpg,CC BY-SA 4.0,Open Food Facts
8906010500863,front,Shing Bhujiya - Nimbu Chatka,Balaji Wafers,"Appetizers, Bhujia, Shing-bhujiq","India, United States",https://images.openfoodfacts.org/images/products/890/601/050/0863/front_en.3.400.jpg,.\off_download_2\images\8906010500863_front.jpg,CC BY-SA 4.0,Open Food Facts
8901764061257,front,Diet Coke Can 250ml,Coke,Diet cola soft drink,India,https://images.openfoodfacts.org/images/products/890/176/406/1257/front_en.15.400.jpg,.\off_download_2\images\8901764061257_front.jpg,CC BY-SA 4.0,Open Food Facts
8906010500481,front,Crunchm,Balaji,"Appetizers, Chips and fries",India,https://images.openfoodfacts.org/images/products/890/601/050/0481/front_en.3.400.jpg,.\off_download_2\images\8906010500481_front.jpg,CC BY-SA 4.0,Open Food Facts
1234567890128,front,Chocolat en poudre,Munch,"Beverages, Breakfasts, Instant chocolate powders","France, Germany, India, Morocco, Spain, United States",https://images.openfoodfacts.org/images/products/123/456/789/0128/front_en.119.400.jpg,.\off_download_2\images\1234567890128_front.jpg,CC BY-SA 4.0,Open Food Facts
8901764042706,front,Thumsup,Cola,"Colas, Sweetened beverages",India,https://images.openfoodfacts.org/images/products/890/176/404/2706/front_en.26.400.jpg,.\off_download_2\images\8901764042706_front.jpg,CC BY-SA 4.0,Open Food Facts
8901764362804,front,Pulpy Orange,Minute Maid,Orange juices,India,https://images.openfoodfacts.org/images/products/890/176/436/2804/front_en.40.400.jpg,.\off_download_2\images\8901764362804_front.jpg,CC BY-SA 4.0,Open Food Facts
8850389100684,front,Mogu lychee,Sappe Public Company Limited,"Fruit juices from concentrate, Lychees, Still fruit soft drink with sugar and with 10-50% of fruit juice, Sweetened beverages","Australia, France, India, Mexico, Morocco, New Zealand, Philippines, United States",https://images.openfoodfacts.org/images/products/885/038/910/0684/front_en.123.400.jpg,.\off_download_2\images\8850389100684_front.jpg,CC BY-SA 4.0,Open Food Facts
8904004402636,front,,Haldiram's,"Chips, Fast-food","India, United States",https://images.openfoodfacts.org/images/products/890/400/440/2636/front_en.8.400.jpg,.\off_download_2\images\8904004402636_front.jpg,CC BY-SA 4.0,Open Food Facts
8901719123870,front,Parle-G 250g,Parle,Biscuits,India,https://images.openfoodfacts.org/images/products/890/171/912/3870/front_en.27.400.jpg,.\off_download_2\images\8901719123870_front.jpg,CC BY-SA 4.0,Open Food Facts
3948764032707,front,Sprite,Coca-Cola Company,"Sodas, Carbonated waters, Sweetened beverages",India,https://images.openfoodfacts.org/images/products/394/876/403/2707/front_en.11.400.jpg,.\off_download_2\images\3948764032707_front.jpg,CC BY-SA 4.0,Open Food Facts
8906010500214,front,Balaji Wafers Sev Murmura,Balaji Wafers,"Snacks, Puffed rice","Belgium, India",https://images.openfoodfacts.org/images/products/890/601/050/0214/front_en.8.400.jpg,.\off_download_2\images\8906010500214_front.jpg,CC BY-SA 4.0,Open Food Facts
8906032018513,front,Doodh Biscuits,Patanjali,Biscuits,India,https://images.openfoodfacts.org/images/products/890/603/201/8513/front_en.3.400.jpg,.\off_download_2\images\8906032018513_front.jpg,CC BY-SA 4.0,Open Food Facts
8906010500016,front,Simply Salted,Balaji Wafers,Crisps,India,https://images.openfoodfacts.org/images/products/890/601/050/0016/front_en.24.400.jpg,.\off_download_2\images\8906010500016_front.jpg,CC BY-SA 4.0,Open Food Facts
8901491001168,front,Masala munch,,Appetizers,India,https://images.openfoodfacts.org/images/products/890/149/100/1168/front_fr.3.400.jpg,.\off_download_2\images\8901491001168_front.jpg,CC BY-SA 4.0,Open Food Facts
8901725118938,front,Bingo Tedhe Medhe,Bingo,"Crisps, Plain salty snacks",India,https://images.openfoodfacts.org/images/products/890/172/511/8938/front_en.29.400.jpg,.\off_download_2\images\8901725118938_front.jpg,CC BY-SA 4.0,Open Food Facts
8901764042300,front,Thums Up,Coca-Cola,"Colas, Sweetened beverages",India,https://images.openfoodfacts.org/images/products/890/176/404/2300/front_en.6.400.jpg,.\off_download_2\images\8901764042300_front.jpg,CC BY-SA 4.0,Open Food Facts
8901764032301,front,Sprite,Sprite,"Sodas, Sweetened beverages",India,https://images.openfoodfacts.org/images/products/890/176/403/2301/front_en.4.400.jpg,.\off_download_2\images\8901764032301_front.jpg,CC BY-SA 4.0,Open Food Facts
0716270001660,front,Ginger Crystallized In Dark Chocolate,Chocolove,"Candied fruits, Ginger, Crystallized ginger, Groceries","India, United States, world",https://images.openfoodfacts.org/images/products/071/627/000/1660/front_en.41.400.jpg,.\off_download_2\images\0716270001660_front.jpg,CC BY-SA 4.0,Open Food Facts
8901719105913,front,parle hide & seek 120g,PARLE,Chocolate biscuits,India,https://images.openfoodfacts.org/images/products/890/171/910/5913/front_en.22.400.jpg,.\off_download_2\images\8901719105913_front.jpg,CC BY-SA 4.0,Open Food Facts
8901719121630,front,20-20,Parle,"Confectioneries, Biscuits",India,https://images.openfoodfacts.org/images/products/890/171/912/1630/front_en.7.400.jpg,.\off_download_2\images\8901719121630_front.jpg,CC BY-SA 4.0,Open Food Facts
8901030831690,front,kissan mixed fruit jam,kissan,Tropical fruit jams,India,https://images.openfoodfacts.org/images/products/890/103/083/1690/front_en.32.400.jpg,.\off_download_2\images\8901030831690_front.jpg,CC BY-SA 4.0,Open Food Facts
8901719130014,front,Happy happy biscuit - Parle - Parle,Parle,"Biscuits, Happy happy",India,https://images.openfoodfacts.org/images/products/890/171/913/0014/front_en.3.400.jpg,.\off_download_2\images\8901719130014_front.jpg,CC BY-SA 4.0,Open Food Facts
8901491101844,front,Lay's Potato Chips,Lay's,Flavoured potato crisps,"Canada, India, United States",https://images.openfoodfacts.org/images/products/890/149/110/1844/front_en.32.400.jpg,.\off_download_2\images\8901491101844_front.jpg,CC BY-SA 4.0,Open Food Facts
8904004400731,front,Aloo bhujia,Haldiram's,"Snacks, Namkeen",India,https://images.openfoodfacts.org/images/products/890/400/440/0731/front_en.4.400.jpg,.\off_download_2\images\8904004400731_front.jpg,CC BY-SA 4.0,Open Food Facts
3948764042904,front,Thumbs Up,,"Sodas, Thumms up",India,https://images.openfoodfacts.org/images/products/394/876/404/2904/front_en.3.400.jpg,.\off_download_2\images\3948764042904_front.jpg,CC BY-SA 4.0,Open Food Facts
8904004400236,front,Haldiram's Soya sticks,Haldirams,"Snacks, Soya snack",India,https://images.openfoodfacts.org/images/products/890/400/440/0236/front_en.14.400.jpg,.\off_download_2\images\8904004400236_front.jpg,CC BY-SA 4.0,Open Food Facts
8906032018520,front,Patanjali,,Biscuit (cookie) snack w chocolate filling,"India, United Kingdom",https://images.openfoodfacts.org/images/products/890/603/201/8520/front_en.3.400.jpg,.\off_download_2\images\8906032018520_front.jpg,CC BY-SA 4.0,Open Food Facts
8904004403718,front,Moong Dal,Haldiram's,"Crisps, Mung beans, Vegan, Vegetarian",India,https://images.openfoodfacts.org/images/products/890/400/440/3718/front_en.4.400.jpg,.\off_download_2\images\8904004403718_front.jpg,CC BY-SA 4.0,Open Food Facts
8901499008169,front,Chocos,Kellogg's,Breakfast cereals filled with chocolate,India,https://images.openfoodfacts.org/images/products/890/149/900/8169/front_en.16.400.jpg,.\off_download_2\images\8901499008169_front.jpg,CC BY-SA 4.0,Open Food Facts
7622202225550,front,Oreo choco,Cadbuary,Filled biscuits,India,https://images.openfoodfacts.org/images/products/762/220/222/5550/front_en.3.400.jpg,.\off_download_2\images\7622202225550_front.jpg,CC BY-SA 4.0,Open Food Facts
8906010500818,front,Potato chips,Balaji,Crisps,India,https://images.openfoodfacts.org/images/products/890/601/050/0818/front_en.3.400.jpg,.\off_download_2\images\8906010500818_front.jpg,CC BY-SA 4.0,Open Food Facts
0074305001161,front,APPLE CIDER VINEGAR,BRAGG,"Sauces, Cider vinegars, Groceries","France, India, United States, world",https://images.openfoodfacts.org/images/products/007/430/500/1161/front_en.73.400.jpg,.\off_download_2\images\0074305001161_front.jpg,CC BY-SA 4.0,Open Food Facts
3948764032301,front,,,"Artificially sweetened beverages, Sodas, A",India,https://images.openfoodfacts.org/images/products/394/876/403/2301/front_en.4.400.jpg,.\off_download_2\images\3948764032301_front.jpg,CC BY-SA 4.0,Open Food Facts
6291100213146,front,UAE by,,Dates,India,https://images.openfoodfacts.org/images/products/629/110/021/3146/front_en.34.400.jpg,.\off_download_2\images\6291100213146_front.jpg,CC BY-SA 4.0,Open Food Facts
8904004403732,front,Haldiram moong dal,Haldiram,"Pulses, Fried foods",India,https://images.openfoodfacts.org/images/products/890/400/440/3732/front_en.8.400.jpg,.\off_download_2\images\8904004403732_front.jpg,CC BY-SA 4.0,Open Food Facts
09141209,front,Bourn Vita 500Gram Pauch,Cadbury,Instant chocolate powders,"Bulgaria, India, Morocco, Romania, United Kingdom, United States",https://images.openfoodfacts.org/images/products/000/000/914/1209/front_en.18.400.jpg,.\off_download_2\images\09141209_front.jpg,CC BY-SA 4.0,Open Food Facts
8901262010320,front,Amul Butter,AMUL,Butters,India,https://images.openfoodfacts.org/images/products/890/126/201/0320/front_en.3.400.jpg,.\off_download_2\images\8901262010320_front.jpg,CC BY-SA 4.0,Open Food Facts
8901491101837,front,Lays Classics Salted 20rs,Lay's,Potato crisps,India,https://images.openfoodfacts.org/images/products/890/149/110/1837/front_en.26.400.jpg,.\off_download_2\images\8901491101837_front.jpg,CC BY-SA 4.0,Open Food Facts
8901058000306,front,Maggi noodles masala,Nestlé,Instant noodles,India,https://images.openfoodfacts.org/images/products/890/105/800/0306/front_en.10.400.jpg,.\off_download_2\images\8901058000306_front.jpg,CC BY-SA 4.0,Open Food Facts
8906010501228,front,Scoopitos Masala Flavour,Balaji Wafers,Crisps,India,https://images.openfoodfacts.org/images/products/890/601/050/1228/front_en.5.400.jpg,.\off_download_2\images\8906010501228_front.jpg,CC BY-SA 4.0,Open Food Facts
