relative_path,product_id,official_split,fine_class_id,coarse_class_id
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_030.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_031.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_032.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_033.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_034.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_035.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_036.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_037.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_038.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_039.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_040.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_041.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_042.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_043.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_044.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Golden-Delicious/Golden-Delicious_045.jpg,Golden-Delicious,train,0,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_001.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_002.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_003.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_004.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_005.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_006.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_007.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_008.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_009.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_010.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_011.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_012.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_013.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_014.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_015.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_016.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_017.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_018.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_019.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_020.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_021.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_022.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_023.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_024.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_025.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_026.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_027.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_028.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_029.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_030.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_031.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_032.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_033.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_034.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_035.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_036.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_037.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_038.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_039.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_040.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_041.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_042.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_043.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_044.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_045.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_046.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_047.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_048.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_049.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_050.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_051.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_052.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_053.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_054.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_055.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_056.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_057.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_058.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Granny-Smith/Granny-Smith_059.jpg,Granny-Smith,train,1,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_001.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_002.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_003.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_004.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_005.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_006.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_007.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_008.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_009.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_010.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_011.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_012.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_013.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_014.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_015.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_016.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_017.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_018.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_019.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_020.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_021.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_022.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_023.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_024.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_025.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_026.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_027.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_028.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_029.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_030.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_031.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_032.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_033.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_034.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_035.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_036.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_037.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_038.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_039.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_040.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_041.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_042.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_043.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_044.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_045.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_046.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_047.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_048.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_049.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_050.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_051.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_052.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_053.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_054.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_055.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_056.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_057.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_058.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Pink-Lady/Pink-Lady_059.jpg,Pink-Lady,train,2,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_001.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_002.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_003.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_004.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_005.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_006.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_007.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_008.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_009.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_010.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_011.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_012.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_013.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_014.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_015.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_016.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_017.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_018.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_019.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_020.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_021.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_022.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_023.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_024.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_025.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_026.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_027.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_028.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_029.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_030.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_031.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_032.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_033.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_034.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_035.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_036.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_037.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_038.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_039.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_040.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_041.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_042.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_043.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_044.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_045.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_046.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_047.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_048.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_049.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Red-Delicious/Red-Delicious_050.jpg,Red-Delicious,train,3,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_001.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_002.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_003.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_004.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_005.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_006.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_007.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_008.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_009.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_010.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_011.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_012.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_013.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_014.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_015.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_016.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_017.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_018.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_019.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_020.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_021.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_022.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_023.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_024.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_025.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_026.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_027.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_028.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_029.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_030.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_031.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_032.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_033.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_034.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_035.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_036.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_037.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_038.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_039.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_040.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_041.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_042.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_043.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_044.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_045.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_046.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_047.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_048.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_049.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_050.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_051.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_052.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_053.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_054.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_055.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_056.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_057.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_058.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_059.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_060.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_061.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_062.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_063.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_064.jpg,Royal-Gala,train,4,0
train/Fruit/Apple/Royal-Gala/Royal-Gala_065.jpg,Royal-Gala,train,4,0
train/Fruit/Avocado/Avocado_001.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_002.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_003.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_004.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_005.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_006.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_007.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_008.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_009.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_010.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_011.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_012.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_013.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_014.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_015.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_016.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_017.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_018.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_019.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_020.jpg,Avocado,train,5,1
train/Fruit/Avocado/Avocado_021.jpg,Avocado,train,5,1
