image_id,product_id,split,source_dataset,source_country,source_type,view_type,width,height,sha256
c78188c91fc45c42,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,183ed11c4ad4c736ab96da33d40c0704043950c2ea3876a44ddd96eff9f5fdf4
19786650cfc93d4f,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,33447948c7d3057eb1e507ddcdf4a8e9e5854b2290184edaef3287f922c33c3e
e247a5b195f97516,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,ace4ac6a2301be5473acfaf09c78ec059f321864a5935436bad8a40d16b8b0bd
eb4ab71bff825d4f,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,be817ac43289eeeaa6d2f2a9c0ff49e6f8ccc987cb7a02a899c7c71ec2d08cf9
84560f92759c71da,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,f3decc828d3e8fa9ccb54d2e76de7605bcb7a79660dd6810f6bf659c03502fa0
3511adc7f930869c,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,9435a9d236928e404f54bfd35ae7bf0a28972b36ea6e07700f23f9c4145f0d6b
afa1aa1a326a04b8,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,62af7e48409ab258542ae7dc65846c16c503477843523b8364fc54f1cbf7d046
bd3e46855902341f,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,206211ed02a34535050d940c45b2b98b214d524bf9b5696a5a809a1a0b3ad6a2
77eef684fbe8387e,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,bceae3487e3fea9e747c6bffa55b7eacf787ab7a0fee0bc05ef065728f855895
9d8b7e5e1c1064b8,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,3b3659d5aced9abe8085898afb9968f48a37918b0558f99015124e328dada32a
a71610ae205958aa,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,d5c531ffd747e190a345e9015ea7fb359e99e55ce1071c25a8eede05e88a1049
c2745ff79dee34af,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,6f09413ed25098fa3b90b1a87e4489fbdb23a34de16d2f5f39ecf63d43a67cbb
982f6d04f131ee42,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,3c0385157a631d0f3c91934a22f29d02402c6a06be2850ff3e554d64c437b478
0eec3f4dd9d05539,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,31982731c937e77f4cc4e7350a38cf40a669006fd4619b7cc5010d88f5c65908
e7d8cfa976427dca,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,ad6c3a01eab4b9d2a453bcaf69fca99421c0ab2da06ecccf4af10e35cc195f4d
5a6786e63b18073a,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,f111c6a4a56dd253323bd1088ed2a61c2c3b1e35f7cb2d9517d0a7f4165ca248
b55ee1705cebaf18,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,192df9a000f1324e136ece5977f08acc8d686cf4ed3d5599cf0140e2fb49eded
03e75b263a78a110,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,9e13cf22d38c4ee02f0c65db67259d694f64c161713223bf442632849f023eef
e3d6a87a2301061e,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,2e4dfb71c3ce1c8dfa85a7784d9164c3c1efaa693ba917daecd1c300075da8e7
fce9229558cd0479,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,4da67580853d8c64c9f1b6fa29a8eb3ae15da660d0fa7b84287544bb708e9b07
685613088453305e,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,79efadca938e3c0690416e6a4527b65310f2a50792d35c04b032af0168e6bfc8
9aa33bb9426ef29c,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,2893ed17a2bae1b8c75fb12e226b4f4aebea1909012ab6e3d75f3359dda221a6
b417682f7ebfb4ec,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,dc6acc07a7d33af65777d5f5acb7528de3e9bba3c6969f4b7b323802e2f5e24f
f42d09cb5f6a4f97,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,ec29648a26d27944714ca32a0a7d42d3f9fd1ebbadbf88c1dd0f6dfc076a1c67
7ef254d0f3f17212,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,b77f7c7a2d2604ba303a247fe174a019791c11e3d9c033637bed34b899cedfff
06bd4ab37704ffd8,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,03f045798e12784b8b792a245d8ac886705bcb81c647a6064041d3e4c357624f
9dbe13d3d6d2c0ef,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,234d4e8a30600d175e2c523c3bc469c1b1c3c818ebfa9782034e8a71420da607
23ee5136ac3b9889,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,7eb1dd212affce1a21a9e507d2165b8e3f3420945cac2fa08777295943328397
700d668026631f11,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,8561b4efa4162b8b12cdb046869081ff88a0b5f17757a90bc81794bf0ab5e0eb
a359d0b43a198f0c,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,42503b3a2b2617f23d3e740b03b44041b93eb77a667b2c8b44132dd31a9ec538
abf25b6227b8d500,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,4db78bbdf29f2da7904722b19ee1c16d811fe767345e1e3c6a427d034b68a6a7
95437bca98099124,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,11d0148a591fc30dd2a311cadc9979e6cbf7f55194ee92c92bfe135105e49905
f2cf31d93cf11104,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,2b80e63ef556a95408ce531fd8339c5adb46e19414dddb7b3d36baa9c3ee2c13
ab707204d4a472f7,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,e98dc2412136e67bea4762425147194b722709a996aa73d7afd6a58247197ca2
0bbf57552801694f,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,2b0174e7b327b373aa68f4c79591f1ae156900149c048e7ae3ae0db1d7617d72
0a121cc377ec427b,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,6cfea0dcb567b89e9765e42a1daa8b607585f69d811fdeaa48b4935d053606ac
dfd8370e32e6358a,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,c4620f6a6e1ae998af24de07c8cd654889648cea3f827968a190398a68f6003f
e784f518ba69151e,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,50143f320ee00316f10112cd21227a3b2f1941c92ee05237351a423ac1a29a0a
f2326a3f48c8f18c,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,6bc5276926e00594835c08eee0b3db981a7ebeda9a76c60248463597953e2f03
72961d36e0fa4f9a,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,eabefddd9e83bc67efd8124d56b1895bb4385010216a5504ef2313555d4b3524
c7b9d0630b3d7959,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,48623b75a4035dd69b0c8316af43a37a1ac6ecc041a34d042012348ad2e805f4
553df61b49223f4d,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,20a867db79b286825c43825939b4d97046c9260905b745ed43a82bcd5d194dd8
5f96cc1f44457c1c,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,12c3a8377cae94226a01f1c5453405f15b9f32757dbaade82c95704a1fc89668
05b469c5e660fe63,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,3bb83a41d342ba60b1a4013d92e04165f32abe6f1801fd3b24f704923545c2d5
2953937ffb3e8161,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,f0a66c4072dc2c4d162c1070376eede52ac410962e59ee11e16f4c797dbe8548
3e7744467e51bc0c,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,cb80d851e0dd90250aba1f8d3497cc1b9a9f2002ad9410f531fbeb244c3df6a9
9f028f2a125a86ea,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,50d44531c7c572b303cb66335a097e5cd23036b12655e136ae1159c91b8cb107
4b839cdaf991f354,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,65d9a414621b7faf09eced26b79bd53cbb86dd5286663f650ac2b84b1120ae66
a950d62b48ab970f,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,85c71b5dadd342008c493fd2af871c5b3f5d0288e73c79cdb16f546f8661364b
1ec7d9e4fe132d82,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,3afa94d3e58fc14a7d48429c5aadc95fca00aee4fef8f1b626b94c1f66770abd
dec357febe692831,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,b2f6d88e0751bb8f9ce096a58b61df6c486f673ba340463207752833d11ab9b8
46db73f6964916f9,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,1b1fc1e3fa4fd28588852fadbe787a5a018e30c3785195dbe4ca0f704ced9d1f
219b6493162499bf,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,6cfbee2896fa598a30eeb6b76b71226461aa8096f54946c9582d346c845df92b
dbc52f905be59606,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,2aec17965a967a96934127af65dc20398864fd32d2fff0a490b6f7e998985faa
944ced0461ac3186,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,2319d39602cb1914053566f354f43bb8edf5f45dfedb77c483623327e1138b23
6a8584d02e7c74cc,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,4c8636751641d6decbda7bd3cfdd15641be510431dc42d64bdffa6ce023ac99c
1f08ce87dc03b316,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,256446a7dab4133429c37946e6e5d673e6e72b31f06d04816d1f66ca49626b4b
12697481ce2c7013,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,f48cc5730f0ad56a9c749eea6df6fa22f83fb0786993fc38763da9421d998cdd
3417dbbbf18a8db1,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,14170e0b4955c61d5d5291a46482b91df45cfb492f4ba3da36090875294c85ec
576d7f2ff09b40e3,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,0d8762c6756d51f769a7366b4f96f40a325ccf7c34e0e0bb85401a3cea2e1434
09e8b77aabac6356,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,3548791c0b08abb70ed2d5e2bff395f781016a2714af8347e041ede0dea3f0b2
267d130a15d1fe3c,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,4e4257b368687408aa7b63235c2dec55470af43ae15e7251af78d7286712bd3f
ac1ef22c8e1334d8,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,e6b5d6db6f770491559b967350a91a9ecc916c96fa1a7414ac4d6956eb5ea1c8
046e229498c60736,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,0a1580cf783627ecd9c2fd1971ef27571068bf80270d94616e40372a76430154
6b39e15b1fc9e41f,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,dcd5b4d17213fa6b9d8d285c501c62d5655965d773c3ad584ae906fc415ead24
17123811d5263ed0,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,b98d5d0bc8c5cd79b8ed6c40aba5a3bd863f0695e2aa31d03e7bc52a2982bdaa
745fec50ae9f4d01,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,867a6495eda0f45fbe82c7aefce93da52ac5c3a7c0cd8f96ba01dd2c874d89f4
33d43166a7b89e0e,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,bf9fff3cc6792b4a5facf07bc9feae060f7006b4cf725e5bd8b631a5e2250dbc
eae93176ab3f4595,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,1cdf74b2a1e6fbf65c9763764a78b77a0c6635bff3be5651cee435776ae8eb77
4233f6da388545ac,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,dca2775a8b9e74f5d1a879e63a8477e1e14709433d86bc96fd7240b4571d2225
6f29f12d1528f184,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,5a9f4b32b88d402db3e2515fcddefa716c2334e4de1c09becbdd460b0468d761
2d567d47b1fcbcc3,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,299f3e9bcb8f1a01c93d356103ec9da807d2f7dc9315c98a820f47b2a1357962
c33a0764f1ed191b,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,82e2f66e78fd07faf7ff5bccd5bb463129e6ca7891d149748193276c56c8b0a4
c0a5e75ab85e3052,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,8b4da3c96106a1b1a08a79247b28c308338269240f9329a616bd89726f53e114
241932aaf514af7f,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,47239f3a4c81935438e8ce4d6afc8a22bad20a75e34f2a7fc8780ee26f9c1134
93acb5f106c7c76c,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,a825802ec53aa4fda957a96782b7896512398ff8dc027e98d8a546500ead3d71
c82d672b4ec70832,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,32a864a0c24ff0b0a8ff32eb60b08abf660337cb62e4ebde253aa69afc9189ad
e58f850122e91520,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,8d9764664d645199288d1fbc2b817b067269a7e80a01aa596968b7f2169fe77f
725a63c1da722314,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,eab381cffb2f33f87fb8808a4e836345cf71c479b01de1ace6289cf166e9fd90
231fbe4bd2925e15,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,0cd3a555f952b184662732c8fb61d8629a57c1032900779ef9e7a5a464b54c55
ba4818b3b03e0d09,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,f79a4af1ccb4c88d54b0a8c3fcdfaccb4dc6594f57b7b3e858c093cfdde3a5fe
2b5edfc26be2b564,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,ac4d105c84387252198cf19bc6f13b2880339fd84692d05fe24611e390363bef
4822139475468a55,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,839eaeca5988a1dbdf0767a220bd491c5dc3199636a880b9561b4af19e80cacb
f951a34d8baf44ce,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,fc4685435abfa387558fbd88b1585cc8edfca93e557f86655427fd7fc012f6e7
4e5388d2f8d257ae,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,65d13cf3d9a4a67c97e1ada3eac04a677e202048937a98a857a84b19f1957c93
85fa77d885718689,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019,NON_INDIAN,INTERNATIONAL_PACKAGING_FOUNDATION,natural,348,348,445e0303f5450d3ec813650621f3cc219acbe1194039bbe7f1b6fe6b83c83d3b
