image_id,product_id,split,source
9d8b7e5e1c1064b8,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019
a71610ae205958aa,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019
c2745ff79dee34af,Oatly-Natural-Oatghurt,test,GroceryStoreDataset_Klasson2019
982f6d04f131ee42,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
0eec3f4dd9d05539,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
e7d8cfa976427dca,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
5a6786e63b18073a,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
b55ee1705cebaf18,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
03e75b263a78a110,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
e3d6a87a2301061e,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
fce9229558cd0479,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
685613088453305e,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
9aa33bb9426ef29c,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
b417682f7ebfb4ec,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
f42d09cb5f6a4f97,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
7ef254d0f3f17212,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
06bd4ab37704ffd8,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
9dbe13d3d6d2c0ef,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
23ee5136ac3b9889,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
700d668026631f11,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
a359d0b43a198f0c,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
abf25b6227b8d500,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
95437bca98099124,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
f2cf31d93cf11104,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
ab707204d4a472f7,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
0bbf57552801694f,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
0a121cc377ec427b,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
dfd8370e32e6358a,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
e784f518ba69151e,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
f2326a3f48c8f18c,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
72961d36e0fa4f9a,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
c7b9d0630b3d7959,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
553df61b49223f4d,Arla-Sour-Milk,train,GroceryStoreDataset_Klasson2019
5f96cc1f44457c1c,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
05b469c5e660fe63,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
2953937ffb3e8161,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
3e7744467e51bc0c,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
9f028f2a125a86ea,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
4b839cdaf991f354,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
a950d62b48ab970f,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
1ec7d9e4fe132d82,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
dec357febe692831,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
46db73f6964916f9,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
219b6493162499bf,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
dbc52f905be59606,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
944ced0461ac3186,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
6a8584d02e7c74cc,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
1f08ce87dc03b316,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
12697481ce2c7013,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
3417dbbbf18a8db1,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
576d7f2ff09b40e3,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
09e8b77aabac6356,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
267d130a15d1fe3c,Tropicana-Mandarin-Morning,train,GroceryStoreDataset_Klasson2019
ac1ef22c8e1334d8,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
046e229498c60736,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
6b39e15b1fc9e41f,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
17123811d5263ed0,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
745fec50ae9f4d01,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
33d43166a7b89e0e,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
eae93176ab3f4595,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
4233f6da388545ac,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
6f29f12d1528f184,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
2d567d47b1fcbcc3,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
c33a0764f1ed191b,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
c0a5e75ab85e3052,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
241932aaf514af7f,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
93acb5f106c7c76c,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
c82d672b4ec70832,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
e58f850122e91520,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
725a63c1da722314,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
231fbe4bd2925e15,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
ba4818b3b03e0d09,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
2b5edfc26be2b564,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
4822139475468a55,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
f951a34d8baf44ce,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
4e5388d2f8d257ae,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
85fa77d885718689,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
1c50830d25224158,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
d0a6c5f17f91e289,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
483faab9f6805af4,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
5491c1f341c6306d,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
085d4ca98b2fe0c7,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
453004400204b6b2,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
c13770eb1c3af2df,Tropicana-Apple-Juice,train,GroceryStoreDataset_Klasson2019
e1031267d9bee75d,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
7451842ec52b6eb9,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
034a76a15c4cdab8,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
f3fac7931d3cb730,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
d7ec810cd4ef8359,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
ec0da7f20c82ba13,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
f07e95967425a1e6,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
4b758ef7cb720d04,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
f510e228ad22ce30,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
f6a791a7c968c308,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
a0ee5b8e35526ba2,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
273636ab1b1f2714,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
28e22a0c68ea8f55,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
4a3b45e09d5ee40a,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
9857fc96141b16ee,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
b2f09fe927a35a2d,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
17f30b0313346cd2,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
8bd45f1d3e1ce73b,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
1421fed41c404019,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
1619cc4d02af49c9,God-Morgon-Orange-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
d8d2c20dff012ec0,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
8f365eddaa0d7a85,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
fd059758513058f1,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
3191d5d0272cc6f3,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
daf39039cca694d2,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
49e931f8c72f8ba0,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
3e9a8d49f9dc95b0,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
8bed141624022d7e,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
7a902966e2b0397c,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
0c5fc8bc4cd63c7a,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
8f3870634f60b844,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
fb2a0a56da1f9068,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
93b795d25ef102df,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
4669b43b5e3acb04,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
f71672fa3cd52048,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
329e82e1affb9159,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
9592cdd514982bd2,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
a8f1bf4ea212d98f,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
c2d851f5be71926a,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
c9af7e327b9dce0f,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
8f3e8f04005dcff9,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
0d730e4211aeb325,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
65527d396ba01ee3,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
f6998012a44cd52f,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
bedb6802f69e4116,Bravo-Apple-Juice,train,GroceryStoreDataset_Klasson2019
4e662f182fee0684,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
340a9cd820cfe217,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
bbb952fae239a0c2,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
ef755feb0c7f30a1,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
71c65b20641418bf,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
29e2386226114530,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
245449ccdf4a4ff2,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
3a753a000c1b0a79,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
c447c9880cdd620c,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
41e81721200a7b18,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
b5712c894c5e02ba,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
236952fef3f18e97,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
890e8d33853d3a6c,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
2f2549d1d1378ede,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
88dfd2ae55911af8,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
1651c1de082b8227,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
b2bc6edd815a4e12,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
e80c39b5eddee3f6,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
566fd6ddbc72c5ba,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
a9c06339e56d4473,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
bec811f7460cf8f1,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
51314321945ee938,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
7973251339604ea8,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
3f9e163222c961da,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
5c0a8d1106ad290c,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
e641f0139cf7779d,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
c8502ff9ca2db238,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
63f913744d15ab86,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
a6959c41c77be1d9,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
64782b29b5e7bf48,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
3ec20beee4174675,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
75c3da5ae19958df,Bravo-Orange-Juice,train,GroceryStoreDataset_Klasson2019
ecc2d976059c4213,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
c7d4408a635cfc15,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
eb8369f6f3e31fe6,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
f06cb46b32878a8c,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
3b300eee196258f2,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
b47d3afe040e7792,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
46422351352bb41c,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
692987aca135da7f,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
84ee007b9e7c2e6a,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
1c2774cf3590db8e,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
c6b58d18762ccb7e,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
87168985bca631ba,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
0e2f0f88e30f3521,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
e6d88430bfa2e92d,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
0573573d13dce3a3,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
51369bd8b56311a3,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
581bba8c289af3e2,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
af89691e891c24d2,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
4a17f84a451eb624,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
b97cd344f0586488,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
26219e1fc4824310,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
776fc883c88c9c91,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
ab2391e6c18b1765,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
c3049c3519e49c51,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
0c35009bb4b76a6c,Tropicana-Golden-Grapefruit,val,GroceryStoreDataset_Klasson2019
5fc2398e02aad85e,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
c1ffcb6ee4fee065,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
64f136ac199e66d8,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
c64fff5dca291dce,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
c256c54378aff68e,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
6bbb8859561e18a3,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
cd1fe3495cbd79e6,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
47a9d598a269ee6f,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
7cfde51e63e1e9e5,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
1bdbba1df693d87e,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
83d616e3dec86e76,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
4f4a6f44c9648eea,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
b1e3571a2c57ec73,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
81e5c6f52cad84f0,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
e814a68994c9122a,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
7f10042e41d40078,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
306c219262475697,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
de29f246805ae986,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
9f269ef37e8d695a,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
279b98430844e1ee,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
f3ec37e3a5aae741,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
86886ebc4abd80e6,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
25c603e0562dbe39,God-Morgon-Orange-Juice,test,GroceryStoreDataset_Klasson2019
fd9d5e13331793f4,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
68b839939872878f,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
1ade133e02e958d9,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
7e382ff22f219fac,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
6e185d880877225f,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
1d386c6970aa936b,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
2ef71242fba276db,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
5ffc1e8f913cf3ae,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
cb3ac20187ac7683,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
5a9df880ca692760,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
cf55a2ffc3e2be3b,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
387795d619f4c87e,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
9560f59cb9374a6d,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
e0c1c92dbfaa87a7,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
00aef1f6c89c3627,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
e2ba096778ad5cc4,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
b07990dc2ac14407,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
f7701f1e4ecb6624,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
2ad45882afcf1878,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
b6b48c0c73b4fe3c,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
50c33d3b2d5a80a7,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
1e88b654cb8e3042,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
151c1d1afe30ab98,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
c3193c0282ba0e3b,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
2974d6cd945a96ba,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
9e36f67ae7a7f1e8,Tropicana-Juice-Smooth,train,GroceryStoreDataset_Klasson2019
25f6aa7a9bace8de,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
76d3814b81efa731,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
45e29ec9338cccd6,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
8bee6054a6405723,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
1e576025b07f3ffa,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
bf2402e3fd50455d,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
5a37b3a246336cba,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
627aa7f0b2833ab7,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
0a45f1630bc1bd57,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
87778721754cf970,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
a3ae0f0ac26dce4b,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
d861dd77afb4dd09,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
27210352a3d51db9,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
f985fb4a3e613264,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
565efa0f241a3d37,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
77aea328c2488b7a,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
37f7d3feb5b872a1,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
82050beed6ebbfd6,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
aea3fa06720e15f2,God-Morgon-Apple-Juice,val,GroceryStoreDataset_Klasson2019
f24005cb58dcabba,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
35893633097a03d7,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
a858a69046032f6c,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
4df7f485f07622a9,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
7fc28f38b6860f43,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
ba0547f969810200,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
a47d5dda71d741e7,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
b7b19aea24e5612f,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
cf15d00333bf8a8a,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
dba79726d7642d43,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
3cfa8c040e637f77,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
718db11a30d7bd95,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
fcbe567075722826,God-Morgon-Red-Grapefruit-Juice,train,GroceryStoreDataset_Klasson2019
